# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.7.3
#@/tick	808455
#@/user_id	Mac
ding qi 	定期	c=29 d=0.852144 t=808443
ding qiao 	丁桥	c=1 d=1.429e-82 t=808443
ding shan 	定山	c=29 d=1.18959e-13 t=808443
ding shang 	盯上	c=3 d=0 t=808443
ding shang 	頂上	c=1 d=0 t=808443
ding sheng qi 	鼎盛期	c=1 d=2.11198e-119 t=808443
ding shi 	定時	c=25 d=9.23588e-07 t=808443
ding shi qi 	定時器	c=2 d=0 t=808443
ding shou 	定壽	c=2 d=1.12611e-11 t=808443
ding shu ji 	訂書機	c=1 d=8.63476e-215 t=808443
ding si 	定死	c=2 d=0 t=808443
ding si 	釘死	c=1 d=0 t=808443
ding sun 	定損	c=2 d=1.97136e-220 t=808443
ding sun 	頂孫	c=1 d=0 t=808443
ding ti 	頂替	c=1 d=1.17543e-78 t=808443
ding tian 	頂天	c=2 d=2.39594e-15 t=808443
ding tou 	定投	c=20 d=1.21568e-33 t=808443
ding tou shang si 	頂頭上司	c=1 d=1.72861e-86 t=808443
ding tou wan 	定投完	c=1 d=4.62328e-248 t=808443
ding wei 	定位	c=29 d=2.17348e-45 t=808443
ding wo 	頂我	c=1 d=0 t=808443
ding xia 	訂下	c=3 d=6.6512e-27 t=808443
ding xia lai 	定下來	c=3 d=0 t=808443
ding xiang 	丁項	c=1 d=0 t=808443
ding xiang 	定向	c=5 d=4.18012e-05 t=808443
ding xing 	定性	c=4 d=0.000599149 t=808443
ding yi 	定義	c=44 d=0.008396 t=808443
ding yi zai 	定义在	c=1 d=0 t=808443
ding ying 	丁营	c=1 d=5.64171e-296 t=808443
ding yue 	訂閱	c=61 d=7.4107e-05 t=808443
ding yue hao 	訂閱好	c=1 d=1.17519e-105 t=808443
ding yue qi 	訂閱器	c=1 d=0 t=808443
ding yue yuan 	訂閱源	c=3 d=0 t=808443
ding zhe 	盯着	c=44 d=6.3017e-39 t=808443
ding zhe 	頂着	c=1 d=1.88313e-152 t=808443
ding zhe ni 	盯着你	c=1 d=0 t=808443
ding zhi 	定製	c=65 d=7.8703e-07 t=808443
ding zhi ji ge 	定製幾個	c=1 d=0 t=808443
ding zhi kai fa 	定製開發	c=1 d=4.04503e-88 t=808443
ding zhu 	頂住	c=4 d=4.5805e-80 t=808443
ding zi 	釘子	c=2 d=1.16867e-304 t=808443
ding zi ku 	丁字褲	c=1 d=2.31954e-163 t=808443
ding zuo 	定做	c=3 d=5.8841e-144 t=808443
diu 	丟	c=84 d=0.120031 t=808443
diu an 	丟按	c=2 d=3.07043e-227 t=808443
diu diao 	丟掉	c=1 d=0 t=808443
diu diu 	丟丟	c=0 d=0 t=808443
diu gai 	丟改	c=1 d=1.5056e-108 t=808443
diu jin qu 	丟進去	c=1 d=0 t=808443
diu le 	丟了	c=1 d=0 t=808443
diu lian 	丟臉	c=3 d=2.55576e-245 t=808443
diu liang 	丟量	c=1 d=0 t=808443
diu qi 	丟棄	c=2 d=0 t=808443
diu ren 	丟人	c=13 d=6.15573e-28 t=808443
diu san luo si 	丢三落四	c=2 d=0.123071 t=808443
diu shi 	丟失	c=11 d=1.24426e-71 t=808443
dong 	冬	c=1 d=0 t=808443
dong 	凍	c=47 d=1.33877e-12 t=808443
dong 	動	c=110 d=0.00168667 t=808443
dong 	懂	c=282 d=0.0876246 t=808443
dong 	東	c=39 d=6.51596e-50 t=808443
dong 	棟	c=1 d=3.10858e-284 t=808443
dong 	洞	c=18 d=9.5506e-107 t=808443
dong 	董	c=1 d=0 t=808443
dong ao hui 	冬奧會	c=5 d=1.05638e-292 t=808443
dong bei 	東北	c=12 d=4.16724e-144 t=808443
dong bei cai 	东北菜	c=2 d=0 t=808443
dong bei feng 	東北風	c=1 d=0 t=808443
dong bei ren 	東北人	c=1 d=0 t=808443
dong bian 	東邊	c=1 d=0 t=808443
dong bing 	冬兵	c=1 d=0 t=808443
dong bu dong 	動不動	c=12 d=0.00123708 t=808443
dong bu dong 	懂不懂	c=5 d=2.18214e-33 t=808443
dong bu liao 	動不了	c=2 d=0 t=808443
dong che 	動車	c=2 d=6.44125e-32 t=808443
dong ci 	動詞	c=1 d=0 t=808443
dong dang 	動盪	c=1 d=0 t=808443
dong de 	懂的	c=8 d=1.85635e-160 t=808443
dong de dou dong 	懂的抖動	c=-1 d=0 t=808443
dong de dou dong 	懂的都懂	c=6 d=0 t=808443
dong de duo 	懂的多	c=1 d=0 t=808443
dong dian 	懂點	c=1 d=0.000205513 t=808443
dong dong 	凍凍	c=2 d=0 t=808443
dong dong 	動動	c=2 d=2.97584e-300 t=808443
dong dong 	洞洞	c=0 d=0 t=808443
dong dong 	鼕鼕	c=1 d=0 t=808443
dong dong ban 	洞洞板	c=1 d=0 t=808443
dong dong xie 	洞洞鞋	c=1 d=0 t=808443
dong fang 	東方	c=2 d=0 t=808443
dong feng 	東風	c=15 d=2.31201e-101 t=808443
dong feng po 	東風破	c=1 d=0 t=808443
dong gan 	動感	c=1 d=0 t=808443
dong guo 	動過	c=6 d=5.29107e-12 t=808443
dong hang 	懂行	c=2 d=3.19716e-291 t=808443
dong hu 	東湖	c=0 d=0 t=808443
dong hu ang 	東湖昂	c=1 d=0 t=808443
dong hua 	動畫	c=30 d=0.0391639 t=808443
dong hua pian 	動畫片	c=3 d=7.20452e-261 t=808443
dong hua zan 	動畫攢	c=1 d=0 t=808443
dong huang 	東皇	c=2 d=0 t=808443
dong ji 	冬季	c=1 d=5.06314e-229 t=808443
dong jie 	凍結	c=5 d=1.79329e-77 t=808443
dong jing 	動靜	c=5 d=4.76291e-157 t=808443
dong jing 	東京	c=3 d=4.15759e-58 t=808443
dong le 	動了	c=1 d=0 t=808443
dong le 	懂了	c=90 d=5.45035e-08 t=808443
dong le ba 	懂了吧	c=1 d=0 t=808443
dong le bu shao 	懂了不少	c=1 d=0 t=808443
dong le me 	懂了麼	c=2 d=4.62702e-140 t=808443
dong li 	動力	c=13 d=3.291e-14 t=808443
dong li bu zu 	動力不足	c=1 d=0 t=808443
dong mai 	動脈	c=4 d=0 t=808443
dong man 	動漫	c=54 d=0.0146253 t=808443
dong man li 	動漫裏	c=1 d=0 t=808443
dong nan ya 	東南亞	c=4 d=3.54652e-217 t=808443
dong nao 	動腦	c=1 d=1.27413e-291 t=808443
dong nao zi 	動腦子	c=2 d=1.52303e-302 t=808443
dong neng 	動能	c=1 d=0 t=808443
dong ni 	懂你	c=1 d=0 t=808443
dong ni 	東尼	c=1 d=0 t=808443
dong ni yi si 	懂你意思	c=1 d=0 t=808443
dong pin xi cou 	東拼西湊	c=1 d=0 t=808443
dong pu 	东圃	c=1 d=0 t=808443
dong qi lai 	動起來	c=2 d=3.977e-300 t=808443
dong ren 	動人	c=1 d=5.78837e-10 t=808443
dong ru tuo tu 	動如脫兔	c=1 d=0.946485 t=808443
dong shi 	懂事	c=8 d=5.6591e-09 t=808443
dong shi zhang 	董事長	c=2 d=0 t=808443
dong shou 	動手	c=14 d=4.27301e-86 t=808443
dong shou dong jiao 	動手動腳	c=1 d=0 t=808443
dong shou shu 	動手術	c=3 d=1.55404e-157 t=808443
dong si 	凍死	c=18 d=2.1342e-36 t=808443
dong si le 	东四了	c=2 d=0 t=808443
dong si wo 	凍死我	c=1 d=8.66412e-108 t=808443
dong su 	东塑	c=0 d=0 t=808443
dong su he 	东塑和	c=2 d=4.71533e-39 t=808443
dong tai 	動態	c=13 d=6.80059e-53 t=808443
dong tai ku 	动态库	c=2 d=1.32323e-236 t=808443
dong tian 	冬天	c=58 d=1.19063e-16 t=808443
dong tian 	洞天	c=1 d=0 t=808443
dong wu 	動物	c=2 d=4.06867e-274 t=808443
dong wu yuan 	動物園	c=1 d=0 t=808443
dong xi 	東西	c=1064 d=0.974974 t=808443
dong xi gui 	東西貴	c=1 d=1.34427e-10 t=808443
dong xi hai neng 	東西還能	c=1 d=0 t=808443
dong xi mao 	东西冒	c=1 d=0 t=808443
dong xi qian 	東西前	c=1 d=0 t=808443
dong xi sha 	東西啥	c=1 d=0 t=808443
dong xi shao 	东西烧	c=1 d=0 t=808443
dong yao 	動搖	c=2 d=3.48351e-212 t=808443
dong yi dong 	動一動	c=4 d=0 t=808443
dong ying 	東瀛	c=0 d=8.76014e-121 t=808443
dong ying long 	東瀛龍	c=1 d=8.80404e-120 t=808443
dong yong 	動用	c=1 d=0 t=808443
dong zao 	冬枣	c=1 d=0 t=808443
dong zhan 	東站	c=16 d=0.00102815 t=808443
dong zhi 	冬至	c=1 d=8.9508e-138 t=808443
dong zhi 	東芝	c=15 d=1.65429e-25 t=808443
dong zhu 	凍住	c=1 d=0 t=808443
dong zuo 	動作	c=32 d=1.54333e-08 t=808443
dong zuo man 	動作慢	c=1 d=4.75436e-224 t=808443
dong zuo pian 	動作片	c=2 d=9.09418e-266 t=808443
dong zuo xi jie 	動作細節	c=1 d=0 t=808443
dou 	兜	c=1 d=2.15852e-52 t=808443
dou 	抖	c=76 d=0.00932553 t=808443
dou 	竇	c=2 d=7.14562e-47 t=808443
dou 	豆	c=10 d=3.91293e-21 t=808443
dou 	逗	c=3 d=1.26824e-266 t=808443
dou 	都	c=5571 d=4.73819 t=808443
dou 	陡	c=1 d=2.76844e-303 t=808443
dou 	鬥	c=7 d=5.81937e-14 t=808443
dou ba 	都把	c=2 d=0 t=808443
dou ban 	豆瓣	c=25 d=9.46074e-17 t=808443
dou bei 	都被	c=5 d=5.33045e-11 t=808443
dou bei ni fa xian 	都被你發現	c=1 d=0 t=808443
dou bei wo 	都被我	c=1 d=6.70369e-90 t=808443
dou bi 	逗逼	c=1 d=3.40673e-97 t=808443
dou bi 	都比	c=2 d=0 t=808443
dou bi jiao 	都比較	c=7 d=3.4209e-87 t=808443
dou bi jiao duo 	都比較多	c=1 d=2.41796e-05 t=808443
dou bi jiao ma fan 	都比較麻煩	c=1 d=3.41102e-53 t=808443
dou bi ni 	都比你	c=2 d=5.094e-36 t=808443
dou bi ni da 	都比你大	c=1 d=0 t=808443
dou bi wo 	都比我	c=3 d=4.67985e-09 t=808443
dou bu 	都不	c=27 d=2.89581e-09 t=808443
dou bu ai 	都不愛	c=1 d=0 t=808443
dou bu ai kan 	都不愛看	c=1 d=0 t=808443
dou bu bian 	都不邊	c=1 d=0 t=808443
dou bu cha 	都不差	c=2 d=0 t=808443
dou bu chi 	都不喫	c=7 d=3.80804e-113 t=808443
dou bu chu lai 	都不出來	c=1 d=0 t=808443
dou bu cuo 	都不錯	c=8 d=5.23703e-97 t=808443
dou bu da 	都不打	c=1 d=2.87808e-260 t=808443
dou bu dai 	都不待	c=1 d=0 t=808443
dou bu dan xin 	都不擔心	c=1 d=0.000973123 t=808443
dou bu deng 	都不等	c=1 d=0 t=808443
dou bu dong 	都不懂	c=10 d=1.01868e-100 t=808443
dou bu duo 	都不多	c=1 d=0 t=808443
dou bu fang bian 	都不方便	c=1 d=0 t=808443
dou bu gan 	都不敢	c=8 d=1.44577e-131 t=808443
dou bu gan kan 	都不敢看	c=2 d=0 t=808443
dou bu gei wo 	都不給我	c=1 d=0 t=808443
dou bu gou 	都不夠	c=5 d=1.21631e-39 t=808443
dou bu guan 	都不惯	c=2 d=2.17909e-101 t=808443
dou bu guan xin 	都不關心	c=2 d=0 t=808443
dou bu gui 	都不归	c=1 d=0 t=808443
dou bu hao 	都不好	c=6 d=1.10796e-59 t=808443
dou bu hao chi 	都不好喫	c=1 d=4.92286e-222 t=808443
dou bu hao shuo 	都不好說	c=1 d=0 t=808443
dou bu hao yi si 	都不好意思	c=2 d=0 t=808443
dou bu he 	都不喝	c=1 d=8.04544e-60 t=808443
dou bu hui 	都不回	c=1 d=1.82821e-98 t=808443
dou bu hui 	都不會	c=38 d=6.19501e-44 t=808443
dou bu hui qu 	都不會去	c=1 d=0 t=808443
dou bu hui shuo 	都不會說	c=1 d=0 t=808443
dou bu ji 	都不急	c=2 d=0 t=808443
dou bu jia 	都不加	c=1 d=0 t=808443
dou bu jian yi 	都不建議	c=1 d=0 t=808443
dou bu kai 	都不開	c=1 d=0 t=808443
dou bu kan 	都不看	c=6 d=8.24236e-21 t=808443
dou bu ke neng 	都不可能	c=1 d=2.24325e-05 t=808443
dou bu kuai 	都不快	c=1 d=0 t=808443
dou bu lai 	都不赖	c=1 d=0 t=808443
dou bu li hai 	都不厲害	c=1 d=0 t=808443
dou bu li jie 	都不理解	c=1 d=0 t=808443
dou bu li wo 	都不理我	c=1 d=0 t=808443
dou bu liang 	都不亮	c=1 d=0 t=808443
dou bu neng 	都不能	c=8 d=0.00771183 t=808443
dou bu neng zuo 	都不能做	c=1 d=0 t=808443
dou bu qu 	都不去	c=2 d=6.65347e-31 t=808443
dou bu rang 	都不讓	c=2 d=0 t=808443
dou bu rang wo 	都不讓我	c=1 d=0 t=808443
dou bu re 	都不熱	c=1 d=0 t=808443
dou bu ren shi 	都不認識	c=4 d=4.68957e-05 t=808443
dou bu rong yi 	都不容易	c=1 d=0 t=808443
dou bu shi 	都不是	c=15 d=3.6265e-09 t=808443
dou bu shu fu 	都不舒服	c=1 d=0 t=808443
dou bu shu xi 	都不熟悉	c=1 d=0 t=808443
dou bu shuo 	都不說	c=1 d=3.75566e-09 t=808443
dou bu shuo hua 	都不說話	c=1 d=0 t=808443
dou bu suan 	都不算	c=2 d=2.17533e-55 t=808443
dou bu tai 	都不太	c=6 d=0 t=808443
dou bu tai dong 	都不太懂	c=1 d=1.46609e-148 t=808443
dou bu tai hao yi si 	都不太好意思	c=1 d=0 t=808443
dou bu tai xing 	都不太行	c=3 d=0 t=808443
dou bu tai yi yang 	都不太一樣	c=1 d=7.10958e-252 t=808443
dou bu tong 	都不同	c=6 d=1.13251e-199 t=808443
dou bu tou ming 	都不透明	c=1 d=0 t=808443
dou bu tui jian 	都不推薦	c=1 d=2.20913e-295 t=808443
dou bu xi huan 	都不喜歡	c=3 d=4.98304e-306 t=808443
dou bu xiang 	都不想	c=3 d=0 t=808443
dou bu xiao 	都不小	c=2 d=4.76296e-304 t=808443
dou bu xin 	都不信	c=1 d=1.20278e-172 t=808443
dou bu xing 	都不行	c=9 d=1.12525e-241 t=808443
dou bu xu yao 	都不需要	c=4 d=6.98514e-162 t=808443
dou bu xue 	都不薛	c=1 d=0 t=808443
dou bu yao 	都不要	c=10 d=4.31274e-136 t=808443
dou bu yi ding 	都不一定	c=3 d=5.25199e-13 t=808443
dou bu yi yang 	都不一樣	c=9 d=1.41344e-159 t=808443
dou bu yong 	都不用	c=44 d=2.02378e-29 t=808443
dou bu yong liang 	都不用量	c=1 d=0 t=808443
dou bu yong qiang 	都不用搶	c=1 d=0 t=808443
dou bu you yong 	都不游泳	c=1 d=0 t=808443
dou bu yu kuai 	都不愉快	c=1 d=0 t=808443
dou bu zai 	都不在	c=3 d=1.11083e-207 t=808443
dou bu zhi 	都不止	c=3 d=1.42378e-274 t=808443
dou bu zhi dao 	都不知道	c=45 d=1.5258e-59 t=808443
dou bu zhong yao 	都不重要	c=2 d=6.34366e-117 t=808443
dou bu zhu dong 	都不主動	c=1 d=0 t=808443
dou cha bu duo 	都差不多	c=2 d=0 t=808443
dou cha bu duo de 	都差不多的	c=1 d=0 t=808443
dou cha ke rui 	都查克瑞	c=2 d=3.06153e-46 t=808443
dou chong qi 	都重啓	c=1 d=0 t=808443
dou chu li hao 	都處理好	c=1 d=0 t=808443
dou dao wei 	都到位	c=1 d=0 t=808443
dou de 	都得	c=21 d=5.97806e-07 t=808443
dou di 	兜底	c=2 d=0 t=808443
dou dian 	逗點	c=4 d=4.42851e-36 t=808443
dou dong 	抖動	c=1 d=0 t=808443
dou dong 	都懂	c=1 d=6.46264e-306 t=808443
dou dou 	痘痘	c=7 d=3.5809e-66 t=808443
dou dou 	豆豆	c=5 d=2.4161e-231 t=808443
dou duo da 	都多大	c=2 d=5.64642e-12 t=808443
dou feng 	兜風	c=8 d=9.67166e-129 t=808443
dou fu 	豆腐	c=9 d=3.45021e-11 t=808443
dou fu ru 	豆腐乳	c=2 d=7.03347e-08 t=808443
dou gan 	豆乾	c=1 d=3.50622e-259 t=808443
dou gao 	都高	c=1 d=0 t=808443
dou gei 	都給	c=3 d=3.74373e-236 t=808443
dou gei ni 	都給你	c=8 d=1.67901e-67 t=808443
dou gei ta 	都給他	c=1 d=1.57597e-116 t=808443
dou gei wo 	都給我	c=10 d=4.83403e-08 t=808443
dou geng xin 	都更新	c=1 d=0.235746 t=808443
dou gou 	都夠	c=1 d=0 t=808443
dou gou le 	都夠了	c=1 d=0 t=808443
dou guai wo 	都怪我	c=2 d=1.12512e-34 t=808443
dou guo lai 	都過來	c=1 d=1.05685e-209 t=808443
dou hai hao 	都還好	c=5 d=0 t=808443
dou hai ke yi 	都還可以	c=1 d=0 t=808443
dou hai mei 	都還沒	c=2 d=0 t=808443
dou hai mei mai 	都還沒買	c=1 d=0 t=808443
dou hai mei na dao 	都還沒拿到	c=1 d=0 t=808443
dou hai shi 	都還是	c=2 d=0 t=808443
dou hai xing 	都還行	c=1 d=0 t=808443
dou hao 	逗號	c=7 d=3.22588e-16 t=808443
dou hao kan 	都好看	c=2 d=0 t=808443
dou hao le 	兜好了	c=-1 d=0 t=808443
dou hao le 	都好了	c=5 d=4.75366e-46 t=808443
dou he 	鬥合	c=1 d=0 t=808443
dou he ni shuo 	都和你說	c=1 d=1.26549e-211 t=808443
dou he shi 	都合適	c=1 d=5.91196e-82 t=808443
dou hen 	都很	c=1 d=0 t=808443
dou hen bu cuo 	都很不錯	c=1 d=0 t=808443
dou hen man 	都很慢	c=1 d=0 t=808443
dou hen nan 	都很難	c=1 d=0 t=808443
dou hui 	都會	c=79 d=1.92613e-06 t=808443
dou hui jia 	都回家	c=1 d=1 t=796986
dou hui qu 	都回去	c=1 d=5.15396e-56 t=808443
dou hui suo 	都會所	c=1 d=0 t=808443
dou hui wan 	都會玩	c=1 d=0 t=808443
dou hui you 	都會有	c=1 d=1.21959e-247 t=808443
dou ji yan 	斗鷄眼	c=1 d=0 t=808443
dou jiang 	豆漿	c=4 d=1.86845e-60 t=808443
dou jiang ji 	豆漿機	c=1 d=0 t=808443
dou jie hun 	都結婚	c=1 d=4.37625e-14 t=808443
dou kai shi 	都開始	c=1 d=0 t=808443
dou kan 	都看	c=2 d=4.78923e-163 t=808443
dou kan bu dong 	都看不动	c=1 d=0 t=808443
dou kao 	都靠	c=1 d=3.23508e-77 t=808443
dou ke neng 	都可能	c=1 d=3.45399e-112 t=808443
dou ke yi 	都可以	c=66 d=0.310367 t=808443
dou kuai 	都快	c=15 d=1.07984e-80 t=808443
dou kui 	斗魁	c=1 d=0 t=808443
dou lai 	都来	c=3 d=4.63802e-21 t=808443
dou li hai 	都厲害	c=1 d=2.01969e-299 t=808443
dou mai 	兜賣	c=1 d=1.53115e-12 t=808443
dou mei 	都沒	c=26 d=0.628135 t=808443
dou mei chu 	都沒出	c=1 d=1.32873e-79 t=808443
dou mei cuo 	都沒錯	c=1 d=1.25015e-09 t=808443
dou mei fa 	都沒法	c=2 d=0.037068 t=808443
dou mei gei wo 	都沒給我	c=1 d=0 t=808443
dou mei qian cun 	都沒錢存	c=1 d=1 t=807102
dou mei ren 	都沒人	c=4 d=4.27754e-216 t=808443
dou mei sha 	都沒啥	c=2 d=3.27459e-14 t=808443
dou mei sha ren 	都沒啥人	c=1 d=0 t=808443
dou mei shi 	都沒事	c=1 d=0 t=808443
dou mei shi 	都没是	c=1 d=0 t=808443
dou mei wen ti 	都沒問題	c=1 d=0 t=808443
dou mei xie 	都沒寫	c=1 d=0 t=808443
dou mei you 	都沒有	c=4 d=2.6437e-55 t=808443
dou nai 	豆奶	c=11 d=1.31358e-59 t=808443
dou neng 	都能	c=84 d=3.18332e-05 t=808443
dou ni 	豆泥	c=1 d=0 t=808443
dou niu shi 	鬥牛士	c=1 d=1.01009e-118 t=808443
dou pi 	豆皮	c=1 d=0 t=808443
dou qu 	都去	c=7 d=2.28577e-20 t=808443
dou rang ni 	都讓你	c=3 d=3.53375e-204 t=808443
dou rang ni men 	都讓你們	c=1 d=5.39727e-128 t=808443
dou rang wo 	都讓我	c=1 d=5.93597e-159 t=808443
dou ren shi 	都認識	c=1 d=0 t=808443
dou rou 	都肉	c=1 d=0 t=808443
dou sha 	豆沙	c=3 d=2.17727e-183 t=808443
dou shai mei 	都曬沒	c=1 d=0 t=808443
dou shi 	斗师	c=2 d=1.64975e-213 t=808443
dou shi 	都是	c=1806 d=0.883306 t=808443
dou shi an de 	都是暗的	c=1 d=0 t=808443
dou shi bu yi yang 	都是不一樣	c=1 d=0 t=808443
dou shi fa shao 	都是發燒	c=1 d=0 t=808443
dou shi he 	豆市河	c=1 d=0 t=808443
dou shi hou 	都時候	c=1 d=1.81422e-184 t=808443
dou shi lv 	都是綠	c=1 d=2.02264e-228 t=808443
dou shi na ge 	都是那個	c=1 d=0 t=808443
dou shi pin 	都視頻	c=2 d=0 t=808443
dou shi qian 	都是錢	c=2 d=0.000177774 t=808443
dou shi qu 	都是去	c=1 d=9.51653e-65 t=808443
dou shi sha 	都是啥	c=2 d=9.37015e-206 t=808443
dou shi shei 	都是誰	c=1 d=0 t=808443
dou shi wo 	都是我	c=3 d=1.57317e-07 t=808443
dou shi zai 	都是在	c=2 d=0 t=808443
dou shi zhi jie 	都是直接	c=1 d=0 t=808443
dou shi zuo 	都是做	c=1 d=0 t=808443
dou shua 	都耍	c=1 d=0 t=808443
dou shuo 	都說	c=18 d=0.00299743 t=808443
dou shuo le 	都說了	c=1 d=0 t=808443
dou suan 	都算	c=3 d=1.84137e-06 t=808443
dou sui le 	都碎了	c=1 d=5.1253e-108 t=808443
dou tai qiang 	都太強	c=1 d=1.18345e-11 t=808443
dou tie zhe 	都貼着	c=1 d=2.867e-09 t=808443
dou ting dao 	都聽到	c=1 d=0 t=808443
dou tong yi 	都同意	c=1 d=0 t=808443
dou wen wo 	都問我	c=1 d=0 t=808443
dou wo 	逗我	c=1 d=0 t=808443
dou wu suo wei 	都無所謂	c=1 d=0 t=808443
dou xi 	斗蟋	c=1 d=0 t=808443
dou xi huan 	都喜歡	c=4 d=0 t=808443
dou xiang 	都像	c=1 d=1 t=797886
dou xiang 	都想	c=13 d=3.97423e-137 t=808443
dou xiao 	逗笑	c=1 d=0 t=808443
dou xing 	都行	c=30 d=1.78101e-55 t=808443
dou xiu gai wan le 	都修改完了	c=1 d=1.17228e-17 t=808443
dou xu yao 	都需要	c=1 d=1.74704e-05 t=808443
dou ya 	豆芽	c=3 d=0 t=808443
dou ya pai 	豆芽拍	c=1 d=0 t=808443
dou yao 	都要	c=157 d=0.433467 t=808443
dou yi yang 	都一样	c=15 d=0.000238772 t=808443
dou yin 	抖音	c=61 d=7.05095e-36 t=808443
dou yong 	都用	c=6 d=5.63568e-19 t=808443
dou you 	都有	c=160 d=0.0759085 t=808443
dou you ba 	都有吧	c=1 d=0 t=808443
dou you dian 	都有點	c=17 d=0.188247 t=808443
dou you dian kun le 	都有點困了	c=1 d=0 t=808443
dou you ge 	都有嘅	c=1 d=0 t=808443
dou you ke neng 	都有可能	c=2 d=0 t=808443
dou you kong 	都有空	c=1 d=0 t=808443
dou you li qi 	都有力氣	c=1 d=0 t=808443
dou you ren 	都有人	c=5 d=2.92812e-110 t=808443
dou yu 	鬥魚	c=1 d=0 t=808443
dou zai 	都在	c=84 d=0.000678925 t=808443
dou zai jia 	都在家	c=1 d=1 t=798860
dou zai shuo 	都在說	c=1 d=0 t=808443
dou zhe ge 	都這個	c=3 d=2.3897e-190 t=808443
dou zhe me 	都這麼	c=1 d=2.33599e-11 t=808443
dou zhe yang 	都這樣	c=11 d=2.83009e-33 t=808443
dou zhen 	斗真	c=1 d=8.14905e-181 t=808443
dou zheng 	鬥爭	c=2 d=8.1899e-181 t=808443
dou zhi 	鬥志	c=3 d=1.22053e-21 t=808443
dou zhi dao 	都知道	c=8 d=5.46539e-11 t=808443
dou zhi dou yong 	斗智斗勇	c=1 d=0 t=808443
dou zhi pin 	豆製品	c=1 d=0 t=808443
dou zi 	豆子	c=21 d=1.38112e-34 t=808443
dou zi a 	豆子啊	c=1 d=0 t=808443
dou zui 	鬥嘴	c=1 d=0 t=808443
dou zuo 	都做	c=1 d=0 t=808443
du 	堵	c=52 d=2.28089e-17 t=808443
du 	度	c=50 d=2.14046e-12 t=808443
du 	杜	c=10 d=1.71259e-241 t=808443
du 	毒	c=49 d=0.0217096 t=808443
du 	獨	c=3 d=0 t=808443
du 	肚	c=1 d=1.64936e-269 t=808443
du 	讀	c=81 d=4.59984e-12 t=808443
du 	賭	c=29 d=9.58278e-29 t=808443
du 	都	c=8 d=2.24745e-27 t=808443
du a nu hou 	讀啊怒吼	c=1 d=9.32591e-121 t=808443
du ai 	都愛	c=0 d=0 t=808443
du bi 	都比	c=0 d=0 t=808443
du bi wo 	都比我	c=1 d=0 t=808443
du bo 	賭博	c=10 d=1.41581e-208 t=808443
du ceng 	鍍層	c=1 d=0 t=808443
du chang 	賭場	c=4 d=0 t=808443
du che 	堵車	c=6 d=0 t=808443
du chu 	獨處	c=1 d=9.33801e-195 t=808443
du ci 	毒刺	c=1 d=0 t=808443
du cu 	督促	c=7 d=0 t=808443
du da 	毒打	c=1 d=0 t=808443
du dao 	讀到	c=2 d=1.38891e-247 t=808443
du dong 	獨棟	c=4 d=8.35839e-09 t=808443
du dou 	肚兜	c=1 d=0 t=808443
du du 	嘟嘟	c=1 d=0 t=808443
du du 	讀讀	c=2 d=0 t=808443
du fan 	毒販	c=0 d=6.58647e-295 t=808443
du fan si 	毒販死	c=1 d=6.61948e-294 t=808443
du feng 	賭風	c=1 d=0 t=808443
du gou 	賭狗	c=8 d=1.34655e-59 t=808443
du guo 	度過	c=1 d=0 t=808443
du guo 	讀過	c=0 d=0 t=808443
du guo shu 	讀過書	c=1 d=0 t=808443
du hai 	毒害	c=1 d=0 t=808443
du hao 	都好	c=1 d=0 t=808443
du ji 	毒計	c=1 d=1.82363e-186 t=808443
du jia 	渡假	c=1 d=0 t=808443
du jia 	獨家	c=5 d=0 t=808443
du jin 	鍍金	c=3 d=6.15677e-30 t=808443
du ju 	獨具	c=1 d=0.631284 t=808443
du ju 	獨居	c=1 d=0.637628 t=808443
du jue 	杜絕	c=2 d=0 t=808443
du ka qi 	讀卡器	c=4 d=5.49154e-214 t=808443
du kou 	渡口	c=1 d=0 t=808443
du le 	賭了	c=1 d=1.13915e-209 t=808443
du lei si 	杜蕾斯	c=3 d=2.22746e-157 t=808443
du li 	獨立	c=39 d=0.00101623 t=808443
du li qi ye jia 	獨立企業家	c=1 d=1.9706e-98 t=808443
du li tuan 	独立团	c=1 d=0 t=808443
du liang 	肚量	c=1 d=0 t=808443
du liu 	毒瘤	c=1 d=6.29058e-77 t=808443
du lun 	渡輪	c=1 d=0.519442 t=808443
du mei 	都沒	c=1 d=7.10272e-35 t=808443
du men 	堵門	c=1 d=9.92579e-31 t=808443
du mo 	鍍膜	c=4 d=0 t=808443
du na 	都拿	c=0 d=0 t=808443
du na xin 	都拿新	c=2 d=2.55799e-79 t=808443
du nai 	毒奶	c=3 d=0 t=808443
du neng 	都能	c=1 d=1.41066e-224 t=808443
du o 	讀哦	c=1 d=1 t=802997
du ou yu 	讀偶語	c=1 d=0 t=808443
du pin 	毒品	c=2 d=1.43003e-208 t=808443
du qiu 	賭球	c=1 d=0 t=808443
du qu 	讀取	c=26 d=7.54554e-70 t=808443
du shao 	讀少	c=4 d=9.68008e-52 t=808443
du shao nian 	毒少年	c=1 d=0 t=808443
du shen 	赌神	c=3 d=0 t=808443
du sheng nv 	獨生女	c=1 d=0 t=808443
du sheng zi 	獨生子	c=3 d=2.76453e-22 t=808443
